key_size;generate_keys;encrypt;decrypt;brute_force;empty
110;3;0;1;466377;
110;4;0;0;980113;
110;3;0;0;1866541;
110;2;0;0;895624;
110;1;0;0;2933518;
110;3;0;0;798655;
110;1;0;1;324091;
110;1;1;0;1002737;
110;4;0;0;1882660;
110;11;0;1;438987;
110;1;0;1;1158180;
110;0;0;1;1488386;
110;8;0;0;2805787;
110;5;0;0;1853081;
110;2;0;0;3072878;
110;1;0;0;1837162;
110;1;0;0;323758;
115;0;0;1;7752321;
115;6;0;0;4115062;
